Date,Month,Product_ID,Quantity_Consumed,Quantity_in_Stock,Lead_Time_Days,New_Model_Added,Recall
5/12/2022,May,1000,5,124,3,1,1
5/13/2022,May,1000,2,36,8,0,1
5/14/2022,May,1000,5,35,10,0,1
5/15/2022,May,1000,4,40,7,0,0
5/16/2022,May,1000,2,60,5,0,0
5/17/2022,May,1000,3,149,9,0,1
5/18/2022,May,1000,3,13,10,0,0
5/19/2022,May,1000,5,70,8,0,0
5/20/2022,May,1000,1,70,1,0,1
5/21/2022,May,1000,5,90,5,0,0
5/22/2022,May,1000,4,18,1,1,1
5/23/2022,May,1000,2,97,2,1,1
5/24/2022,May,1000,3,69,7,1,1
5/25/2022,May,1000,1,20,10,1,0
5/26/2022,May,1000,2,119,8,0,0
5/27/2022,May,1000,2,105,8,0,0
5/28/2022,May,1000,3,114,9,0,0
5/29/2022,May,1000,1,76,2,0,1
5/30/2022,May,1000,3,128,1,0,0
5/31/2022,May,1000,3,25,3,0,0
6/1/2022,June,1000,0,131,3,0,1
6/2/2022,June,1000,1,9,8,1,1
6/3/2022,June,1000,3,26,6,0,1
6/4/2022,June,1000,1,131,6,1,0
6/5/2022,June,1000,5,90,7,0,0
6/6/2022,June,1000,5,18,9,1,1
6/7/2022,June,1000,1,73,10,1,0
6/8/2022,June,1000,3,46,5,0,0
6/9/2022,June,1000,3,69,8,0,1
6/10/2022,June,1000,5,115,1,0,0
6/11/2022,June,1000,3,22,4,0,1
6/12/2022,June,1000,3,51,10,1,1
6/13/2022,June,1000,0,78,6,1,0
6/14/2022,June,1000,0,12,9,0,1
6/15/2022,June,1000,5,29,10,1,1
6/16/2022,June,1000,5,77,3,1,0
6/17/2022,June,1000,1,134,7,0,1
6/18/2022,June,1000,3,69,4,0,1
6/19/2022,June,1000,3,110,9,1,1
6/20/2022,June,1000,3,26,1,1,0
6/21/2022,June,1000,0,86,3,0,0
6/22/2022,June,1000,1,53,3,0,0
6/23/2022,June,1000,4,76,7,1,1
6/24/2022,June,1000,1,115,7,0,0
6/25/2022,June,1000,0,18,5,0,1
6/26/2022,June,1000,2,15,4,1,0
6/27/2022,June,1000,3,7,1,1,1
6/28/2022,June,1000,5,129,6,0,1
6/29/2022,June,1000,3,53,7,0,0
6/30/2022,June,1000,5,13,6,0,0
7/1/2022,July,1000,3,13,5,0,0
7/2/2022,July,1000,2,45,2,1,0
7/3/2022,July,1000,4,10,6,1,0
7/4/2022,July,1000,4,40,3,0,0
7/5/2022,July,1000,3,28,10,0,0
7/6/2022,July,1000,4,125,2,0,0
7/7/2022,July,1000,1,54,4,0,1
7/8/2022,July,1000,5,41,1,1,0
7/9/2022,July,1000,3,81,1,1,0
7/10/2022,July,1000,1,62,2,1,0
7/11/2022,July,1000,5,76,3,0,1
7/12/2022,July,1000,0,52,3,1,0
7/13/2022,July,1000,2,70,10,1,0
7/14/2022,July,1000,2,74,4,0,1
7/15/2022,July,1000,5,120,5,1,1
7/16/2022,July,1000,1,73,10,0,1
7/17/2022,July,1000,4,81,10,1,0
7/18/2022,July,1000,1,28,8,0,1
7/19/2022,July,1000,0,66,5,0,1
7/20/2022,July,1000,4,45,6,0,0
7/21/2022,July,1000,0,73,2,0,1
7/22/2022,July,1000,2,28,7,0,0
7/23/2022,July,1000,4,150,7,0,1
7/24/2022,July,1000,2,32,2,0,1
7/25/2022,July,1000,4,143,2,1,0
7/26/2022,July,1000,3,36,6,1,0
7/27/2022,July,1000,5,121,4,1,0
7/28/2022,July,1000,2,65,8,0,0
7/29/2022,July,1000,0,67,4,1,0
7/30/2022,July,1000,2,128,2,1,1
7/31/2022,July,1000,2,33,3,1,0
8/1/2022,August,1000,1,38,8,1,0
8/2/2022,August,1000,1,6,8,0,1
8/3/2022,August,1000,1,56,4,1,0
8/4/2022,August,1000,1,102,6,1,0
8/5/2022,August,1000,4,17,6,1,1
8/6/2022,August,1000,2,2,3,0,0
8/7/2022,August,1000,4,70,8,0,1
8/8/2022,August,1000,0,2,9,0,1
8/9/2022,August,1000,2,89,1,1,1
8/10/2022,August,1000,1,126,7,0,0
8/11/2022,August,1000,3,110,4,0,1
8/12/2022,August,1000,5,114,2,1,0
8/13/2022,August,1000,3,98,3,1,0
8/14/2022,August,1000,0,147,2,0,1
8/15/2022,August,1000,2,137,5,0,1
8/16/2022,August,1000,4,53,1,1,1
8/17/2022,August,1000,5,54,10,1,1
8/18/2022,August,1000,1,90,9,1,1
8/19/2022,August,1000,4,81,2,1,0
8/20/2022,August,1000,4,17,3,0,0
8/21/2022,August,1000,5,47,6,1,1
8/22/2022,August,1000,1,33,8,0,0
8/23/2022,August,1000,4,94,4,1,1
8/24/2022,August,1000,0,60,2,1,1
8/25/2022,August,1000,5,115,1,1,1
8/26/2022,August,1000,3,6,6,0,0
8/27/2022,August,1000,1,99,2,1,1
8/28/2022,August,1000,0,131,10,0,1
8/29/2022,August,1000,2,59,10,0,1
8/30/2022,August,1000,1,87,1,0,1
8/31/2022,August,1000,3,4,8,0,1
9/1/2022,September,1000,3,43,4,1,1
9/2/2022,September,1000,4,146,3,0,0
9/3/2022,September,1000,3,79,10,0,0
9/4/2022,September,1000,4,150,4,1,1
9/5/2022,September,1000,1,2,2,1,1
9/6/2022,September,1000,4,143,3,1,1
9/7/2022,September,1000,0,32,10,1,1
9/8/2022,September,1000,5,31,1,1,0
9/9/2022,September,1000,0,5,8,1,0
9/10/2022,September,1000,1,113,3,1,1
9/11/2022,September,1000,1,127,6,1,0
9/12/2022,September,1000,0,138,7,0,1
9/13/2022,September,1000,1,26,4,1,0
9/14/2022,September,1000,0,33,1,0,1
9/15/2022,September,1000,0,127,7,1,1
9/16/2022,September,1000,0,128,7,1,1
9/17/2022,September,1000,5,8,9,1,1
9/18/2022,September,1000,0,13,1,0,1
9/19/2022,September,1000,3,19,7,1,0
9/20/2022,September,1000,4,103,7,0,0
9/21/2022,September,1000,4,114,2,0,1
9/22/2022,September,1000,3,44,7,0,0
9/23/2022,September,1000,2,103,5,0,0
9/24/2022,September,1000,0,15,10,1,0
9/25/2022,September,1000,4,31,1,1,0
9/26/2022,September,1000,1,49,8,0,1
9/27/2022,September,1000,5,111,4,0,0
9/28/2022,September,1000,4,65,10,0,0
9/29/2022,September,1000,1,82,9,0,1
9/30/2022,September,1000,4,150,4,0,1
10/1/2022,October,1000,4,130,6,0,1
10/2/2022,October,1000,2,11,8,1,1
10/3/2022,October,1000,3,132,4,1,0
10/4/2022,October,1000,2,69,2,1,1
10/5/2022,October,1000,5,106,1,1,0
10/6/2022,October,1000,5,87,7,0,1
10/7/2022,October,1000,1,132,6,1,0
10/8/2022,October,1000,2,31,10,0,0
10/9/2022,October,1000,5,92,3,0,1
10/10/2022,October,1000,5,121,4,0,1
10/11/2022,October,1000,4,68,9,0,1
10/12/2022,October,1000,4,103,9,0,0
10/13/2022,October,1000,1,29,8,0,0
10/14/2022,October,1000,1,137,6,1,1
10/15/2022,October,1000,3,7,7,1,0
10/16/2022,October,1000,2,116,5,1,1
10/17/2022,October,1000,5,136,5,0,1
10/18/2022,October,1000,5,110,5,0,0
10/19/2022,October,1000,5,140,6,0,1
10/20/2022,October,1000,0,138,6,1,1
10/21/2022,October,1000,1,10,5,1,0
10/22/2022,October,1000,1,111,10,1,1
10/23/2022,October,1000,2,52,9,0,0
10/24/2022,October,1000,5,82,3,0,1
10/25/2022,October,1000,3,55,8,0,1
10/26/2022,October,1000,5,44,2,0,0
10/27/2022,October,1000,4,48,5,1,1
10/28/2022,October,1000,2,148,2,1,1
10/29/2022,October,1000,4,40,1,0,1
10/30/2022,October,1000,0,28,9,0,0
10/31/2022,October,1000,0,102,9,0,0
11/1/2022,November,1000,4,21,3,0,1
11/2/2022,November,1000,0,63,1,0,1
11/3/2022,November,1000,2,55,9,0,0
11/4/2022,November,1000,4,87,7,0,0
11/5/2022,November,1000,0,60,6,0,0
11/6/2022,November,1000,2,70,5,0,0
11/7/2022,November,1000,2,20,10,1,0
11/8/2022,November,1000,5,86,1,1,0
11/9/2022,November,1000,3,133,4,1,1
11/10/2022,November,1000,2,115,8,1,1
11/11/2022,November,1000,1,5,10,0,0
11/12/2022,November,1000,3,60,4,0,1
11/13/2022,November,1000,4,107,5,1,0
11/14/2022,November,1000,1,77,3,1,1
11/15/2022,November,1000,5,123,6,1,1
11/16/2022,November,1000,3,19,3,0,1
11/17/2022,November,1000,1,135,7,1,1
11/18/2022,November,1000,5,119,8,0,0
11/19/2022,November,1000,3,141,3,1,1
11/20/2022,November,1000,4,21,6,1,0
11/21/2022,November,1000,2,22,3,0,0
11/22/2022,November,1000,0,38,10,1,1
11/23/2022,November,1000,4,131,6,0,1
11/24/2022,November,1000,4,109,4,1,0
11/25/2022,November,1000,4,65,4,0,0
11/26/2022,November,1000,5,32,8,0,1
11/27/2022,November,1000,1,72,2,1,0
11/28/2022,November,1000,2,40,5,1,1
11/29/2022,November,1000,0,125,7,0,1
11/30/2022,November,1000,0,75,5,0,0
12/1/2022,December,1000,4,121,6,1,1
12/2/2022,December,1000,2,71,8,0,1
12/3/2022,December,1000,5,109,8,0,0
12/4/2022,December,1000,1,16,10,1,0
12/5/2022,December,1000,2,24,7,0,0
12/6/2022,December,1000,4,93,7,0,1
12/7/2022,December,1000,5,6,2,0,0
12/8/2022,December,1000,1,87,10,1,0
12/9/2022,December,1000,5,68,10,0,0
12/10/2022,December,1000,4,52,9,1,0
12/11/2022,December,1000,0,66,7,1,1
12/12/2022,December,1000,0,111,9,1,1
12/13/2022,December,1000,3,13,5,0,1
12/14/2022,December,1000,1,72,2,0,0
12/15/2022,December,1000,5,97,9,0,1
12/16/2022,December,1000,2,71,2,0,1
12/17/2022,December,1000,0,85,1,0,1
12/18/2022,December,1000,5,52,2,1,0
12/19/2022,December,1000,2,56,9,1,1
12/20/2022,December,1000,5,28,4,0,1
12/21/2022,December,1000,4,9,1,1,1
12/22/2022,December,1000,5,106,3,0,0
12/23/2022,December,1000,0,38,9,1,1
12/24/2022,December,1000,4,42,2,0,1
12/25/2022,December,1000,3,110,4,0,0
12/26/2022,December,1000,4,103,8,0,1
12/27/2022,December,1000,3,37,5,0,0
12/28/2022,December,1000,3,86,4,0,0
12/29/2022,December,1000,5,128,6,0,0
12/30/2022,December,1000,0,49,9,1,1
12/31/2022,December,1000,0,75,9,0,0
1/1/2022,January,1001,40,68,8,0,0
1/2/2022,January,1001,0,64,7,1,0
1/3/2022,January,1001,0,98,1,0,1
1/4/2022,January,1001,0,93,9,0,0
1/5/2022,January,1001,0,118,1,1,1
1/6/2022,January,1001,0,40,5,0,0
1/7/2022,January,1001,0,144,3,0,0
1/8/2022,January,1001,0,2,9,1,0
1/9/2022,January,1001,0,105,1,1,0
1/10/2022,January,1001,0,49,5,1,0
1/11/2022,January,1001,0,128,8,0,0
1/12/2022,January,1001,0,67,8,0,1
1/13/2022,January,1001,0,94,8,0,0
1/14/2022,January,1001,0,104,2,0,0
1/15/2022,January,1001,0,111,7,0,1
1/16/2022,January,1001,0,129,1,0,0
1/17/2022,January,1001,0,62,6,1,0
1/18/2022,January,1001,0,27,7,0,0
1/19/2022,January,1001,0,139,4,0,0
1/20/2022,January,1001,0,102,10,1,0
1/21/2022,January,1001,0,138,4,0,1
1/22/2022,January,1001,0,35,8,0,0
1/23/2022,January,1001,0,54,9,0,0
1/24/2022,January,1001,0,15,6,1,1
1/25/2022,January,1001,0,8,3,0,1
1/26/2022,January,1001,0,136,6,0,0
1/27/2022,January,1001,0,147,2,1,1
1/28/2022,January,1001,0,54,1,0,0
1/29/2022,January,1001,0,115,3,1,0
1/30/2022,January,1001,0,41,7,1,1
1/31/2022,January,1001,0,22,4,1,0
2/1/2022,February,1001,43,125,7,1,0
2/2/2022,February,1001,0,32,6,1,1
2/3/2022,February,1001,0,144,1,0,0
2/4/2022,February,1001,0,102,2,0,0
2/5/2022,February,1001,0,133,8,1,1
2/6/2022,February,1001,0,106,9,1,0
2/7/2022,February,1001,0,65,6,1,1
2/8/2022,February,1001,0,142,4,1,1
2/9/2022,February,1001,0,20,8,1,1
2/10/2022,February,1001,0,145,9,1,1
2/11/2022,February,1001,0,37,2,0,0
2/12/2022,February,1001,0,79,8,0,0
2/13/2022,February,1001,0,130,1,1,1
2/14/2022,February,1001,0,42,6,1,0
2/15/2022,February,1001,0,29,6,1,0
2/16/2022,February,1001,0,42,10,1,1
2/17/2022,February,1001,0,67,3,0,0
2/18/2022,February,1001,0,137,6,1,1
2/19/2022,February,1001,0,47,9,1,1
2/20/2022,February,1001,0,92,6,0,1
2/21/2022,February,1001,0,71,2,0,1
2/22/2022,February,1001,0,12,2,1,0
2/23/2022,February,1001,0,78,3,0,1
2/24/2022,February,1001,0,116,2,0,1
2/25/2022,February,1001,0,38,1,0,1
2/26/2022,February,1001,0,112,4,1,1
2/27/2022,February,1001,0,74,10,0,1
2/28/2022,February,1001,0,17,7,0,0
3/1/2022,March,1001,64,142,8,1,0
3/2/2022,March,1001,0,127,7,0,1
3/3/2022,March,1001,0,123,8,1,0
3/4/2022,March,1001,0,123,3,1,1
3/5/2022,March,1001,0,47,6,1,0
3/6/2022,March,1001,0,46,9,1,1
3/7/2022,March,1001,0,40,7,1,1
3/8/2022,March,1001,0,95,4,0,0
3/9/2022,March,1001,0,147,4,1,0
3/10/2022,March,1001,0,59,3,1,1
3/11/2022,March,1001,0,112,4,1,0
3/12/2022,March,1001,0,137,2,0,1
3/13/2022,March,1001,0,47,7,0,1
3/14/2022,March,1001,0,112,10,1,1
3/15/2022,March,1001,0,40,2,1,0
3/16/2022,March,1001,0,138,6,0,0
3/17/2022,March,1001,0,21,10,1,1
3/18/2022,March,1001,0,128,2,0,0
3/19/2022,March,1001,0,150,5,0,1
3/20/2022,March,1001,0,74,10,1,1
3/21/2022,March,1001,0,98,10,0,0
3/22/2022,March,1001,0,32,7,0,0
3/23/2022,March,1001,0,39,1,1,0
3/24/2022,March,1001,0,111,2,1,1
3/25/2022,March,1001,0,109,3,1,0
3/26/2022,March,1001,0,53,3,0,0
3/27/2022,March,1001,0,67,5,1,0
3/28/2022,March,1001,0,47,4,1,1
3/29/2022,March,1001,0,118,6,1,1
3/30/2022,March,1001,0,90,10,1,1
3/31/2022,March,1001,0,112,1,1,0
4/1/2022,April,1001,34,36,7,0,0
4/2/2022,April,1001,0,18,3,0,1
4/3/2022,April,1001,0,65,3,1,0
4/4/2022,April,1001,0,37,9,1,1
4/5/2022,April,1001,0,122,4,0,1
4/6/2022,April,1001,0,36,5,0,1
4/7/2022,April,1001,0,10,5,1,0
4/8/2022,April,1001,0,51,5,1,0
4/9/2022,April,1001,0,72,5,1,0
4/10/2022,April,1001,0,119,3,0,0
4/11/2022,April,1001,0,61,8,0,1
4/12/2022,April,1001,0,123,6,0,1
4/13/2022,April,1001,0,4,6,0,0
4/14/2022,April,1001,0,107,6,1,1
4/15/2022,April,1001,0,78,6,1,1
4/16/2022,April,1001,0,69,10,0,1
4/17/2022,April,1001,0,22,7,0,0
4/18/2022,April,1001,0,75,5,1,1
4/19/2022,April,1001,0,138,5,0,0
4/20/2022,April,1001,0,38,2,1,0
4/21/2022,April,1001,0,85,9,1,0
4/22/2022,April,1001,0,45,8,1,1
4/23/2022,April,1001,0,137,9,0,0
4/24/2022,April,1001,0,94,2,0,1
4/25/2022,April,1001,0,95,9,1,0
4/26/2022,April,1001,0,101,3,1,0
4/27/2022,April,1001,0,42,10,0,0
4/28/2022,April,1001,0,58,2,0,0
4/29/2022,April,1001,0,110,1,1,0
4/30/2022,April,1001,0,9,8,1,0
5/1/2022,May,1001,24,70,9,1,1
5/2/2022,May,1001,0,81,10,1,1
5/3/2022,May,1001,0,137,7,1,0
5/4/2022,May,1001,0,138,3,0,0
5/5/2022,May,1001,0,85,10,1,1
5/6/2022,May,1001,0,16,10,0,0
5/7/2022,May,1001,0,44,9,0,0
5/8/2022,May,1001,0,93,3,0,0
5/9/2022,May,1001,0,32,7,0,1
5/10/2022,May,1001,0,24,8,1,1
5/11/2022,May,1001,0,94,7,1,1
5/12/2022,May,1001,0,128,1,1,0
5/13/2022,May,1001,0,42,10,1,1
5/14/2022,May,1001,0,21,8,0,0
5/15/2022,May,1001,0,97,3,0,1
5/16/2022,May,1001,0,90,7,1,1
5/17/2022,May,1001,0,115,4,0,0
5/18/2022,May,1001,0,43,8,0,1
5/19/2022,May,1001,0,140,1,1,0
5/20/2022,May,1001,0,131,6,1,1
5/21/2022,May,1001,0,17,9,0,1
5/22/2022,May,1001,0,110,1,1,1
5/23/2022,May,1001,0,46,1,0,1
5/24/2022,May,1001,0,53,10,0,1
5/25/2022,May,1001,0,78,5,0,0
5/26/2022,May,1001,0,50,8,1,1
5/27/2022,May,1001,0,141,5,1,1
5/28/2022,May,1001,0,45,3,1,0
5/29/2022,May,1001,0,24,10,0,0
5/30/2022,May,1001,0,109,3,1,0
5/31/2022,May,1001,0,31,2,1,1
6/1/2022,June,1001,40,48,5,1,1
6/2/2022,June,1001,0,136,7,1,0
6/3/2022,June,1001,0,23,8,0,1
6/4/2022,June,1001,0,65,9,1,1
6/5/2022,June,1001,0,59,7,0,1
6/6/2022,June,1001,0,101,4,0,1
6/7/2022,June,1001,0,1,9,1,0
6/8/2022,June,1001,0,25,8,1,1
6/9/2022,June,1001,0,88,2,1,1
6/10/2022,June,1001,0,92,8,1,0
6/11/2022,June,1001,0,7,1,0,1
6/12/2022,June,1001,0,26,2,0,1
6/13/2022,June,1001,0,85,6,1,0
6/14/2022,June,1001,0,63,10,0,0
6/15/2022,June,1001,0,59,10,0,1
6/16/2022,June,1001,0,16,6,0,0
6/17/2022,June,1001,0,9,1,1,1
6/18/2022,June,1001,0,0,9,1,0
6/19/2022,June,1001,0,134,10,0,1
6/20/2022,June,1001,0,137,9,1,1
6/21/2022,June,1001,0,21,10,1,1
6/22/2022,June,1001,0,76,10,1,0
6/23/2022,June,1001,0,66,4,1,0
6/24/2022,June,1001,0,75,4,0,0
6/25/2022,June,1001,0,75,1,1,0
6/26/2022,June,1001,0,63,9,0,1
6/27/2022,June,1001,0,96,9,0,0
6/28/2022,June,1001,0,139,3,0,0
6/29/2022,June,1001,0,41,5,1,0
6/30/2022,June,1001,0,4,3,0,0
7/1/2022,July,1001,9,46,7,1,1
7/2/2022,July,1001,0,6,8,1,0
7/3/2022,July,1001,0,76,9,0,1
7/4/2022,July,1001,0,47,8,1,1
7/5/2022,July,1001,0,52,8,1,1
7/6/2022,July,1001,0,132,9,0,0
7/7/2022,July,1001,0,133,7,0,0
7/8/2022,July,1001,0,89,1,0,0
7/9/2022,July,1001,0,71,5,0,1
7/10/2022,July,1001,0,8,4,0,1
7/11/2022,July,1001,0,5,2,1,1
7/12/2022,July,1001,0,138,4,0,0
7/13/2022,July,1001,0,22,6,0,0
7/14/2022,July,1001,0,8,9,1,0
7/15/2022,July,1001,0,108,8,0,0
7/16/2022,July,1001,0,19,8,1,1
7/17/2022,July,1001,0,75,9,0,1
7/18/2022,July,1001,0,114,3,0,1
7/19/2022,July,1001,0,30,6,0,0
7/20/2022,July,1001,0,132,2,0,0
7/21/2022,July,1001,0,22,8,1,0
7/22/2022,July,1001,0,93,4,1,1
7/23/2022,July,1001,0,109,4,1,0
7/24/2022,July,1001,0,22,1,1,0
7/25/2022,July,1001,0,36,9,1,1
7/26/2022,July,1001,0,112,8,1,0
7/27/2022,July,1001,0,61,1,0,0
7/28/2022,July,1001,0,70,3,0,0
7/29/2022,July,1001,0,24,2,0,0
7/30/2022,July,1001,0,104,1,1,1
7/31/2022,July,1001,0,105,5,0,1
8/1/2022,August,1001,84,116,6,0,0
8/2/2022,August,1001,0,53,10,1,1
8/3/2022,August,1001,0,15,3,0,1
8/4/2022,August,1001,0,44,7,0,0
8/5/2022,August,1001,0,94,1,0,1
8/6/2022,August,1001,0,109,1,0,1
8/7/2022,August,1001,0,105,8,0,0
8/8/2022,August,1001,0,11,1,0,1
8/9/2022,August,1001,0,140,2,1,1
8/10/2022,August,1001,0,48,10,1,1
8/11/2022,August,1001,0,79,4,0,0
8/12/2022,August,1001,0,134,8,0,0
8/13/2022,August,1001,0,73,8,1,1
8/14/2022,August,1001,0,16,7,0,0
8/15/2022,August,1001,0,28,3,1,0
8/16/2022,August,1001,0,57,3,0,0
8/17/2022,August,1001,0,140,9,0,1
8/18/2022,August,1001,0,144,1,1,0
8/19/2022,August,1001,0,100,1,0,0
8/20/2022,August,1001,0,22,8,0,1
8/21/2022,August,1001,0,107,1,0,0
8/22/2022,August,1001,0,102,3,0,0
8/23/2022,August,1001,0,107,4,1,0
8/24/2022,August,1001,0,10,4,0,0
8/25/2022,August,1001,0,41,10,0,0
8/26/2022,August,1001,0,102,7,1,0
8/27/2022,August,1001,0,43,7,0,1
8/28/2022,August,1001,0,94,5,1,1
8/29/2022,August,1001,0,69,9,0,1
8/30/2022,August,1001,0,123,2,1,1
8/31/2022,August,1001,0,49,7,1,0
9/1/2022,September,1001,6,14,10,1,0
9/2/2022,September,1001,0,71,7,0,0
9/3/2022,September,1001,0,141,3,0,0
9/4/2022,September,1001,0,21,10,0,0
9/5/2022,September,1001,0,82,9,0,0
9/6/2022,September,1001,0,24,6,1,1
9/7/2022,September,1001,0,122,3,0,0
9/8/2022,September,1001,0,57,10,0,0
9/9/2022,September,1001,0,20,1,1,1
9/10/2022,September,1001,0,131,10,0,1
9/11/2022,September,1001,0,16,8,0,0
9/12/2022,September,1001,0,118,8,0,1
9/13/2022,September,1001,0,125,1,1,0
9/14/2022,September,1001,0,3,4,1,0
9/15/2022,September,1001,0,140,3,0,0
9/16/2022,September,1001,0,87,9,1,0
9/17/2022,September,1001,0,94,1,1,1
9/18/2022,September,1001,0,15,9,1,1
9/19/2022,September,1001,0,118,6,0,0
9/20/2022,September,1001,0,121,9,0,0
9/21/2022,September,1001,0,70,9,1,0
9/22/2022,September,1001,0,110,7,1,0
9/23/2022,September,1001,0,52,4,1,1
